Identification,Latitude,Longitude,Time of Observation,Ice Accretion On Ship,Thickness of Ice Accretion On Ship,Rate of Ice Accretion on Ship,Sea Level Pressure,Characteristics of Pressure Tendency,Pressure Tendency,Air Temperature,Wet Bulb Temperature,Dew Point Temperature,Sea Surface Temperature,Wave Direction,Wave Period,Wave Height,Swell Direction,Swell Period,Swell Height,Total Cloud Amount,Low Cloud Amount,Low Cloud Type,Cloud Height Indicator,Cloud Height,Middle Cloud Type,High Cloud Type,Visibility,Visibility Indicator,Present Weather,Past Weather,Wind Direction,Wind Speed
44255, 47.3, 303.0,2010-09-20T19:00:00, , , ,29.63,7,0.09,60.1, , ,58.3, , 7, 5,33, , , , , , ,A, , , , , , ,190, 40
44255, 47.3, 303.0,2010-09-20T20:00:00, , , ,29.60,7,0.08,59.7, , ,58.3, ,12, 5,33, , , , , , ,A, , , , , , ,170, 20
44255, 47.3, 303.0,2010-09-20T21:00:00, , , ,29.57,7,0.08,59.7, , ,58.3, ,13, 5,33, , , , , , ,A, , , , , , ,190, 10
44255, 47.3, 302.7,2010-09-20T22:00:00, , , ,29.55,7,0.08,59.4, , ,58.5, ,14, 5, , , , , , , , , , , , , , ,340, 40
44255, 47.3, 302.7,2010-09-20T23:00:00, , , ,29.53,7,0.07,57.6, , ,58.3, ,12, 5, , , , , , , , , , , , , , , 30, 90
44255, 47.3, 302.7,2010-09-21T00:00:00, , , ,29.50,7,0.08,57.0, , ,57.9, ,14, 5, , , , , , , , , , , , , , , 40,110
44255, 47.3, 302.7,2010-09-21T01:00:00, , , ,29.47,7,0.08,57.0, , ,57.6, ,13, 5, , , , , , , , , , , , , , , 40,100
44255, 47.3, 302.7,2010-09-21T02:00:00, , , ,29.43,7,0.10,56.7, , ,57.6, ,12, 5, , , , , , , , , , , , , , , 30,110
44255, 47.3, 302.7,2010-09-21T03:00:00, , , ,29.39,7,0.11,56.7, , ,57.6, ,14, 5, , , , , , , , , , , , , , , 30,120
44255, 47.3, 302.7,2010-09-21T04:00:00, , , ,29.37,7,0.10,56.3, , ,57.6, ,14, 5, , , , , , , , , , , , , , , 30,110
44255, 47.3, 302.7,2010-09-21T05:00:00, , , ,29.34,7,0.09,56.3, , ,57.6, ,13, 5, , , , , , , , , , , , , , , 30,120
44255, 47.3, 302.7,2010-09-21T06:00:00, , , ,29.31,7,0.08,56.3, , ,57.4, ,13, 5, , , , , , , , , , , , , , , 30,120
44255, 47.3, 302.7,2010-09-21T07:00:00, , , ,29.26,7,0.11,56.7, , ,57.6, ,14, 5, , , , , , , , , , , , , , , 20,130
44255, 47.3, 302.7,2010-09-21T08:00:00, , , ,29.24,7,0.10,56.1, , ,57.6, ,14, 4, , , , , , , , , , , , , , , 20,140
44255, 47.3, 302.7,2010-09-21T09:00:00, , , ,29.14,7,0.17,55.0, , ,57.4, ,13, 5, , , , , , , , , , , , , , , 10,160
44255, 47.3, 302.7,2010-09-21T10:00:00, , , ,29.11,7,0.15,53.8, , ,57.2, , 6, 5, , , , , , , , , , , , , , , 20,180
44255, 47.3, 302.7,2010-09-21T11:00:00, , , ,29.10,7,0.14,53.1, , ,57.0, , 6, 6, , , , , , , , , , , , , , , 10,190
44255, 47.3, 302.7,2010-09-21T12:00:00, , , ,29.10,7,0.04,53.6, , ,56.8, , 7, 6, , , , , , , , , , , , , , , 10,180
44255, 47.3, 302.7,2010-09-21T13:00:00, , , ,29.11,2,0.00,54.1, , ,56.7, , 6, 5, , , , , , , , , , , , , , , , 
44255, 47.3, 302.7,2010-09-21T15:00:00, , , ,29.10,7,0.01,56.3, , ,56.5, , 6, 5, , , , , , , , , , , , , , ,330,170
44255, 47.3, 302.7,2010-09-21T16:00:00, , , ,29.12,2,0.00,56.1, , ,56.1, , 6, 6, , , , , , , , , , , , , , ,330,180
44255, 47.3, 302.7,2010-09-21T17:00:00, , , ,29.15, , ,55.8, , ,56.1, , 8, 7, , , , , , , , , , , , , , ,320,180
44255, 47.3, 302.7,2010-09-21T18:00:00, , , ,29.21,2,0.11,56.1, , ,56.1, , 8, 8, , , , , , , , , , , , , , ,320,180
44255, 47.3, 302.7,2010-09-21T19:00:00, , , ,29.26,2,0.14,55.0, , ,56.1, , 8, 8, , , , , , , , , , , , , , ,310,190
44255, 47.3, 302.7,2010-09-21T20:00:00, , , ,29.31,2,0.16,54.1, , ,56.1, , 8, 8, , , , , , , , , , , , , , ,310,190
44255, 47.3, 302.7,2010-09-21T21:00:00, , , ,29.36,2,0.15,54.9, , ,56.1, , 8, 8, , , , , , , , , , , , , , ,320,190
44255, 47.3, 302.7,2010-09-21T23:00:00, , , ,29.46,2,0.15,55.0, , ,55.9, , 8, 8, , , , , , , , , , , , , , ,320,180
44255, 47.3, 302.7,2010-09-22T00:00:00, , , ,29.50,2,0.14,55.2, , ,55.8, , 8, 8, , , , , , , , , , , , , , ,310,170
44255, 47.3, 302.7,2010-09-22T01:00:00, , , ,29.52, , ,55.6, , ,55.4, , 8, 7, , , , , , , , , , , , , , ,310,170
44255, 47.3, 302.7,2010-09-22T02:00:00, , , ,29.54,2,0.08,55.0, , ,55.2, , 8, 7, , , , , , , , , , , , , , ,300,160
44255, 47.3, 302.7,2010-09-22T03:00:00, , , ,29.57,2,0.07,54.9, , ,55.0, , 8, 7, , , , , , , , , , , , , , ,310,150
44255, 47.3, 302.7,2010-09-22T04:00:00, , , ,29.60,2,0.08,55.0, , ,54.7, , 9, 7, , , , , , , , , , , , , , ,300,150
44255, 47.3, 302.7,2010-09-22T05:00:00, , , ,29.62,2,0.09,55.0, , ,54.5, , 8, 7, , , , , , , , , , , , , , ,300,140
44255, 47.3, 302.7,2010-09-22T06:00:00, , , ,29.66,2,0.08,54.9, , ,54.3, , 8, 7, , , , , , , , , , , , , , ,290,140
44255, 47.3, 302.7,2010-09-22T07:00:00, , , ,29.67,2,0.07,54.9, , ,54.1, , 8, 7, , , , , , , , , , , , , , ,300,140
44255, 47.3, 302.7,2010-09-22T08:00:00, , , ,29.70,2,0.07,54.9, , ,54.1, , 8, 7, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-22T09:00:00, , , ,29.71,2,0.05,55.0, , ,54.3, , 8, 6, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-22T10:00:00, , , ,29.72,2,0.05,55.2, , ,54.7, , 8, 5, , , , , , , , , , , , , , ,280,110
44255, 47.3, 302.7,2010-09-22T11:00:00, , , ,29.72,2,0.02,55.2, , ,54.9, , 7, 5, , , , , , , , , , , , , , ,270,110
44255, 47.3, 302.7,2010-09-22T12:00:00, , , ,29.73,2,0.02,55.4, , ,55.0, , 8, 5, , , , , , , , , , , , , , ,260,110
44255, 47.3, 302.7,2010-09-22T13:00:00, , , ,29.74,2,0.02,55.4, , ,54.9, , 7, 5, , , , , , , , , , , , , , ,260,110
44255, 47.3, 302.7,2010-09-22T14:00:00, , , ,29.74,2,0.02,55.4, , ,54.9, , 6, 4, , , , , , , , , , , , , , ,260, 90
44255, 47.3, 302.7,2010-09-22T15:00:00, , , ,29.72,7,0.01,55.9, , ,54.9, , 6, 4, , , , , , , , , , , , , , ,230, 80
44255, 47.3, 302.7,2010-09-22T16:00:00, , , ,29.70,7,0.04,56.3, , ,54.9, ,12, 4, , , , , , , , , , , , , , ,240, 70
44255, 47.3, 302.7,2010-09-22T17:00:00, , , ,29.67,7,0.07,56.7, , ,55.2, , 6, 4, , , , , , , , , , , , , , ,240, 80
44255, 47.3, 302.7,2010-09-22T18:00:00, , , ,29.66,7,0.06,56.7, , ,55.2, ,13, 4, , , , , , , , , , , , , , ,260,100
44255, 47.3, 302.7,2010-09-22T19:00:00, , , ,29.65,7,0.05,57.0, , ,54.9, ,12, 4, , , , , , , , , , , , , , ,250, 70
44255, 47.3, 302.7,2010-09-22T20:00:00, , , ,29.64,7,0.03,57.2, , ,54.9, , 6, 3, , , , , , , , , , , , , , ,240, 70
44255, 47.3, 302.7,2010-09-22T21:00:00, , , ,29.64,7,0.02,57.6, , ,54.9, ,12, 3, , , , , , , , , , , , , , ,260, 90
44255, 47.3, 302.7,2010-09-22T22:00:00, , , ,29.65,2,0.00,57.4, , ,54.9, ,12, 3, , , , , , , , , , , , , , ,250, 90
44255, 47.3, 302.7,2010-09-22T23:00:00, , , ,29.67,2,0.03,57.6, , ,55.0, ,11, 3, , , , , , , , , , , , , , ,240, 70
44255, 47.3, 302.7,2010-09-23T00:00:00, , , ,29.67,2,0.03,57.7, , ,55.0, , 7, 4, , , , , , , , , , , , , , ,250, 70
44255, 47.3, 302.7,2010-09-23T02:00:00, , , ,29.65,7,0.02,57.6, , ,54.9, , 8, 4, , , , , , , , , , , , , , ,230, 70
44255, 47.3, 302.7,2010-09-23T03:00:00, , , ,29.65,7,0.02,57.4, , ,54.9, , 8, 4, , , , , , , , , , , , , , ,230, 80
44255, 47.3, 302.7,2010-09-23T04:00:00, , , ,29.64, , ,58.3, , ,54.9, , 8, 4, , , , , , , , , , , , , , ,240, 90
44255, 47.3, 302.7,2010-09-23T05:00:00, , , ,29.64,7,0.01,58.5, , ,54.9, , 9, 4, , , , , , , , , , , , , , ,250, 90
44255, 47.3, 302.7,2010-09-23T06:00:00, , , ,29.65,7,0.01,58.5, , ,54.9, ,10, 4, , , , , , , , , , , , , , ,260, 90
44255, 47.3, 302.7,2010-09-23T07:00:00, , , ,29.66,2,0.02,57.6, , ,54.9, ,10, 4, , , , , , , , , , , , , , ,260, 80
44255, 47.3, 302.7,2010-09-23T08:00:00, , , ,29.67,2,0.03,57.0, , ,54.9, , 9, 4, , , , , , , , , , , , , , ,270, 80
44255, 47.3, 302.7,2010-09-23T09:00:00, , , ,29.69,2,0.04,57.0, , ,54.9, ,10, 4, , , , , , , , , , , , , , ,290, 90
44255, 47.3, 302.7,2010-09-23T10:00:00, , , ,29.70,2,0.04,56.8, , ,54.9, , 9, 4, , , , , , , , , , , , , , ,290, 80
44255, 47.3, 302.7,2010-09-23T11:00:00, , , ,29.74,2,0.06,57.0, , ,54.9, ,10, 4, , , , , , , , , , , , , , ,290,100
44255, 47.3, 302.7,2010-09-23T12:00:00, , , ,29.75,2,0.06,56.7, , ,54.9, ,10, 4, , , , , , , , , , , , , , ,300,100
44255, 47.3, 302.7,2010-09-23T13:00:00, , , ,29.78,2,0.07,56.1, , ,54.9, , 9, 4, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-23T14:00:00, , , ,29.78,2,0.04,56.1, , ,54.9, , 9, 5, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-23T15:00:00, , , ,29.79,2,0.04,55.8, , ,54.9, , 9, 5, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-23T16:00:00, , , ,29.80,2,0.02,55.2, , ,54.9, , 6, 5, , , , , , , , , , , , , , ,280,140
44255, 47.3, 302.7,2010-09-23T17:00:00, , , ,29.81,2,0.03,55.0, , ,54.5, , 7, 6, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-23T18:00:00, , , ,29.83,2,0.04,55.2, , ,54.5, , 7, 6, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-23T19:00:00, , , ,29.85,2,0.05,54.9, , ,54.5, , 7, 6, , , , , , , , , , , , , , ,280,120
44255, 47.3, 302.7,2010-09-23T20:00:00, , , ,29.87,2,0.06,55.2, , ,54.5, , 8, 6, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-23T21:00:00, , , ,29.89,2,0.06,54.7, , ,54.7, , 7, 6, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-23T22:00:00, , , ,29.91,2,0.06,54.1, , ,54.7, , 7, 5, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-23T23:00:00, , , ,29.93,2,0.06,53.8, , ,54.7, , 9, 5, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-24T00:00:00, , , ,29.96,2,0.07,53.4, , ,54.7, , 7, 5, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-24T01:00:00, , , ,29.97,2,0.06,53.2, , ,54.7, , 7, 5, , , , , , , , , , , , , , ,300,120
44255, 47.3, 302.7,2010-09-24T02:00:00, , , ,29.99,2,0.06,53.4, , ,54.5, , 7, 5, , , , , , , , , , , , , , ,290,100
44255, 47.3, 302.7,2010-09-24T03:00:00, , , ,29.99,2,0.04,53.4, , ,54.3, , 8, 5, , , , , , , , , , , , , , ,290,100
44255, 47.3, 302.7,2010-09-24T04:00:00, , , ,29.99,2,0.02,53.4, , ,54.1, , 8, 4, , , , , , , , , , , , , , ,290, 90
44255, 47.3, 302.7,2010-09-24T05:00:00, , , ,30.00,2,0.01,53.4, , ,54.0, , 9, 4, , , , , , , , , , , , , , ,300, 90
44255, 47.3, 302.7,2010-09-24T06:00:00, , , ,30.00,2,0.01,53.6, , ,53.6, , 8, 4, , , , , , , , , , , , , , ,290, 90
44255, 47.3, 302.7,2010-09-24T07:00:00, , , ,30.00,2,0.01,53.8, , ,54.0, , 9, 4, , , , , , , , , , , , , , ,290, 90
44255, 47.3, 302.7,2010-09-24T08:00:00, , , ,30.01,2,0.01,54.0, , ,54.0, , 8, 4, , , , , , , , , , , , , , ,300,100
44255, 47.3, 302.7,2010-09-24T09:00:00, , , ,30.01,2,0.01,54.1, , ,54.3, , 7, 4, , , , , , , , , , , , , , ,290,100
44255, 47.3, 302.7,2010-09-24T10:00:00, , , ,30.01,2,0.01,54.0, , ,54.5, , 6, 4, , , , , , , , , , , , , , ,290,110
44255, 47.3, 302.7,2010-09-24T11:00:00, , , ,30.01,2,0.01,53.8, , ,54.7, , 7, 4, , , , , , , , , , , , , , ,300,120
44255, 47.3, 302.7,2010-09-24T12:00:00, , , ,30.02,2,0.01,54.0, , ,54.7, , 6, 4, , , , , , , , , , , , , , ,290,110
44255, 47.3, 302.7,2010-09-24T13:00:00, , , ,30.02,2,0.01,53.8, , ,54.9, , 6, 4, , , , , , , , , , , , , , ,290,110
44255, 47.3, 302.7,2010-09-24T14:00:00, , , ,30.02,2,0.01,53.8, , ,55.0, , 6, 4, , , , , , , , , , , , , , ,300,110
44255, 47.3, 302.7,2010-09-24T15:00:00, , , ,30.01,7,0.01,53.6, , ,55.2, , 6, 4, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-24T16:00:00, , , ,30.00,7,0.02,53.8, , ,54.9, , 6, 4, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-24T17:00:00, , , ,29.98,7,0.03,53.6, , ,54.9, , 6, 4, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-24T18:00:00, , , ,29.98,7,0.03,53.4, , ,54.9, , 6, 4, , , , , , , , , , , , , , ,290,130
44255, 47.3, 302.7,2010-09-24T19:00:00, , , ,29.98,7,0.02,53.2, , ,54.7, , 6, 4, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-24T20:00:00, , , ,29.98,7,0.01,53.2, , ,54.5, , 6, 4, , , , , , , , , , , , , , ,290,120
44255, 47.3, 302.7,2010-09-24T21:00:00, , , ,29.99,2,0.01,53.2, , ,54.3, , 6, 4, , , , , , , , , , , , , , ,290,110
44255, 47.3, 302.7,2010-09-24T22:00:00, , , ,30.01,2,0.03,52.9, , ,54.1, , 6, 4, , , , , , , , , , , , , , ,290,100
44255, 47.3, 302.7,2010-09-24T23:00:00, , , ,30.00,2,0.02,52.7, , ,54.1, , 5, 3, , , , , , , , , , , , , , ,290,100
44255, 47.3, 302.7,2010-09-25T00:00:00, , , ,30.00,2,0.01,52.5, , ,54.0, , 5, 3, , , , , , , , , , , , , , ,300, 80
44255, 47.3, 302.7,2010-09-25T01:00:00, , , ,30.00,7,0.01,51.8, , ,53.6, , 6, 3, , , , , , , , , , , , , , ,340, 50
44255, 47.3, 302.7,2010-09-25T02:00:00, , , ,29.99,7,0.01,51.3, , ,53.2, , 6, 2, , , , , , , , , , , , , , , , 
44255, 47.3, 302.7,2010-09-25T03:00:00, , , ,29.99,7,0.01,50.0, , ,53.1, , 6, 2, , , , , , , , , , , , , , , 60, 20
44255, 47.3, 302.7,2010-09-25T04:00:00, , , ,29.98,7,0.02,49.8, , ,52.3, , 8, 2, , , , , , , , , , , , , , , 60, 20
44255, 47.3, 302.7,2010-09-25T05:00:00, , , ,29.98,7,0.01,50.2, , ,52.2, , 8, 2, , , , , , , , , , , , , , ,110, 10
44255, 47.3, 302.7,2010-09-25T06:00:00, , , ,29.96,7,0.02,50.5, , ,52.7, , 7, 2, , , , , , , , , , , , , , ,140, 30
44255, 47.3, 302.7,2010-09-25T07:00:00, , , ,29.95,7,0.02,50.7, , ,53.1, , 8, 1, , , , , , , , , , , , , , ,150, 40
44255, 47.3, 302.7,2010-09-25T08:00:00, , , ,29.91,7,0.07,50.7, , ,53.4, , 8, 2, , , , , , , , , , , , , , ,170, 40
44255, 47.3, 302.7,2010-09-25T09:00:00, , , ,29.90,7,0.06,49.6, , ,54.0, , 7, 2, , , , , , , , , , , , , , ,170, 40
44255, 47.3, 302.7,2010-09-25T10:00:00, , , ,29.88,7,0.07,49.1, , ,54.0, , 7, 1, , , , , , , , , , , , , , ,160, 40
44255, 47.3, 302.7,2010-09-25T11:00:00, , , ,29.88,7,0.04,49.5, , ,54.1, , 7, 2, , , , , , , , , , , , , , ,160, 60
44255, 47.3, 302.7,2010-09-25T12:00:00, , , ,29.85,7,0.05,49.6, , ,54.1, , 7, 2, , , , , , , , , , , , , , ,130, 60
44255, 47.3, 302.7,2010-09-25T13:00:00, , , ,29.82,7,0.07,50.4, , ,54.1, , 7, 2, , , , , , , , , , , , , , ,120, 70
44255, 47.3, 302.7,2010-09-25T14:00:00, , , ,29.81,7,0.07,49.8, , ,54.3, , 4, 2, , , , , , , , , , , , , , ,120, 90
44255, 47.3, 302.7,2010-09-25T15:00:00, , , ,29.79,7,0.06,49.6, , ,54.7, , 4, 2, , , , , , , , , , , , , , ,110, 90
44255, 47.3, 302.7,2010-09-25T16:00:00, , , ,29.77,7,0.05,49.5, , ,54.3, , 4, 2, , , , , , , , , , , , , , ,110, 90
44255, 47.3, 302.7,2010-09-25T17:00:00, , , ,29.76,7,0.05,49.6, , ,53.4, , 4, 2, , , , , , , , , , , , , , ,110, 80
44255, 47.3, 302.7,2010-09-25T18:00:00, , , ,29.77,7,0.02,49.8, , ,50.4, , 4, 2, , , , , , , , , , , , , , ,110, 70
44255, 47.3, 302.7,2010-09-25T19:00:00, , , ,29.76,7,0.01,49.8, , ,49.3, , 4, 2, , , , , , , , , , , , , , , 90, 70
44255, 47.3, 302.7,2010-09-25T20:00:00, , , ,29.77,2,0.01,49.6, , ,49.8, , 4, 2, , , , , , , , , , , , , , , 90, 70
44255, 47.3, 302.7,2010-09-25T21:00:00, , , ,29.76,7,0.00,49.8, , ,51.1, , 4, 2, , , , , , , , , , , , , , ,100, 70
44255, 47.3, 302.7,2010-09-25T22:00:00, , , ,29.79,2,0.02,50.0, , ,52.7, , 5, 2, , , , , , , , , , , , , , , 90, 70
44255, 47.3, 302.7,2010-09-25T23:00:00, , , ,29.78,2,0.02,50.2, , ,53.6, , 5, 2, , , , , , , , , , , , , , ,100, 60
44255, 47.3, 302.7,2010-09-26T00:00:00, , , ,29.79,2,0.03,50.2, , ,54.1, , 6, 2, , , , , , , , , , , , , , , 80, 60
44255, 47.3, 302.7,2010-09-26T01:00:00, , , ,29.80,2,0.01,50.0, , ,54.1, , 6, 3, , , , , , , , , , , , , , , 90, 50
44255, 47.3, 302.7,2010-09-26T02:00:00, , , ,29.81,2,0.02,50.7, , ,54.3, , 5, 2, , , , , , , , , , , , , , , 80, 60
44255, 47.3, 302.7,2010-09-26T03:00:00, , , ,29.78,7,0.01,50.5, , ,54.1, , 6, 2, , , , , , , , , , , , , , , 80, 60
44255, 47.3, 302.7,2010-09-26T04:00:00, , , ,29.79,7,0.01,50.2, , ,53.8, , 7, 2, , , , , , , , , , , , , , , 60, 60
44255, 47.3, 302.7,2010-09-26T05:00:00, , , ,29.80,7,0.01,50.2, , ,53.2, , 7, 2, , , , , , , , , , , , , , , 80, 40
44255, 47.3, 302.7,2010-09-26T06:00:00, , , ,29.81,2,0.02,48.9, , ,51.6, , 7, 2, , , , , , , , , , , , , , , 60, 30
44255, 47.3, 302.7,2010-09-26T07:00:00, , , ,29.83,2,0.04,47.8, , ,47.1, , 7, 2, , , , , , , , , , , , , , , 30, 50
44255, 47.3, 302.7,2010-09-26T08:00:00, , , ,29.86,2,0.06,48.0, , ,45.9, , 7, 2, , , , , , , , , , , , , , , 30, 70
44255, 47.3, 302.7,2010-09-26T09:00:00, , , ,29.88,2,0.07,49.1, , ,45.0, , 7, 2, , , , , , , , , , , , , , , 60, 60
44255, 47.3, 302.7,2010-09-26T10:00:00, , , ,29.91,2,0.08,49.8, , ,45.3, , 7, 2, , , , , , , , , , , , , , , 70, 50
44255, 47.3, 302.7,2010-09-26T11:00:00, , , ,29.96,2,0.10,49.3, , ,45.5, , 7, 2, , , , , , , , , , , , , , , 20, 70
44255, 47.3, 302.7,2010-09-26T12:00:00, , , ,29.98,2,0.11,48.9, , ,45.9, , 7, 2, , , , , , , , , , , , , , , 20, 40
44255, 47.3, 302.7,2010-09-26T13:00:00, , , ,30.02,2,0.11,49.5, , ,45.9, , 8, 2, , , , , , , , , , , , , , , 40, 30
44255, 47.3, 302.7,2010-09-26T14:00:00, , , ,30.05,2,0.09,49.1, , ,46.2, , 7, 2, , , , , , , , , , , , , , ,360, 20
44255, 47.3, 302.7,2010-09-26T15:00:00, , , ,30.06,2,0.07,49.8, , ,46.8, , 7, 2, , , , , , , , , , , , , , ,310, 20
44255, 47.3, 302.7,2010-09-26T16:00:00, , , ,30.08,2,0.06,50.7, , ,47.5, , 7, 2, , , , , , , , , , , , , , ,260, 20
44255, 47.3, 302.7,2010-09-26T17:00:00, , , ,30.09,2,0.04,52.2, , ,48.0, , 7, 2, , , , , , , , , , , , , , ,300, 30
44255, 47.3, 302.7,2010-09-26T18:00:00, , , ,30.11,2,0.05,52.5, , ,48.0, , 7, 1, , , , , , , , , , , , , , ,290, 30
44255, 47.3, 302.7,2010-09-26T19:00:00, , , ,30.13,2,0.05,52.9, , ,48.7, , 7, 1, , , , , , , , , , , , , , ,290, 20
44255, 47.3, 302.7,2010-09-26T20:00:00, , , ,30.14,2,0.05,52.7, , ,48.9, , 7, 1, , , , , , , , , , , , , , ,300, 30
44255, 47.3, 302.7,2010-09-26T21:00:00, , , ,30.17,2,0.06,53.2, , ,48.2, , 8, 1, , , , , , , , , , , , , , ,290, 50
44255, 47.3, 302.7,2010-09-26T22:00:00, , , ,30.19,2,0.06,53.1, , ,49.3, , 8, 1, , , , , , , , , , , , , , ,300, 50
44255, 47.3, 302.7,2010-09-26T23:00:00, , , ,30.20,2,0.06,53.1, , ,49.6, , 8, 2, , , , , , , , , , , , , , ,300, 60
44255, 47.3, 302.7,2010-09-27T00:00:00, , , ,30.22,2,0.05,50.5, , ,48.6, , 7, 2, , , , , , , , , , , , , , ,340, 60
44255, 47.3, 302.7,2010-09-27T01:00:00, , , ,30.24,2,0.05,51.3, , ,47.7, , 7, 2, , , , , , , , , , , , , , , 40, 40
44255, 47.3, 302.7,2010-09-27T02:00:00, , , ,30.26,2,0.05,49.8, , ,47.8, , 8, 1, , , , , , , , , , , , , , ,360, 30
44255, 47.3, 302.7,2010-09-27T03:00:00, , , ,30.26,2,0.04,49.5, , ,48.4, , 8, 1, , , , , , , , , , , , , , , 10, 30
44255, 47.3, 302.7,2010-09-27T04:00:00, , , ,30.28,2,0.04,48.7, , ,48.9, , 8, 1, , , , , , , , , , , , , , ,340, 10
44255, 47.3, 302.7,2010-09-27T05:00:00, , , ,30.28,2,0.03,48.9, , ,48.7, , 7, 1, , , , , , , , , , , , , , ,340, 10
44255, 47.3, 302.7,2010-09-27T06:00:00, , , ,30.30,2,0.04,48.6, , ,48.6, , 7, 1, , , , , , , , , , , , , , ,290, 10
44255, 47.3, 302.7,2010-09-27T07:00:00, , , ,30.29,2,0.01,48.2, , ,48.2, , 7, 1, , , , , , , , , , , , , , , , 
44255, 47.3, 302.7,2010-09-27T08:00:00, , , ,30.29,2,0.01,49.6, , ,50.4, , 7, 1, , , , , , , , , , , , , , ,230, 30
44255, 47.3, 302.7,2010-09-27T09:00:00, , , ,30.31,2,0.01,50.4, , ,49.3, , 8, 1, , , , , , , , , , , , , , ,270, 30
44255, 47.3, 302.7,2010-09-27T10:00:00, , , ,30.31,2,0.02,50.7, , ,47.7, , 8, 1, , , , , , , , , , , , , , ,260, 50
44255, 47.3, 302.7,2010-09-27T11:00:00, , , ,30.32,2,0.03,51.1, , ,47.7, , 8, 1, , , , , , , , , , , , , , ,270, 60
44255, 47.3, 302.7,2010-09-27T12:00:00, , , ,30.33,2,0.01,50.0, , ,49.3, , 8, 2, , , , , , , , , , , , , , ,270, 70
44255, 47.3, 302.7,2010-09-27T13:00:00, , , ,30.32,2,0.01,49.6, , ,49.3, , 7, 2, , , , , , , , , , , , , , ,260, 70
44255, 47.3, 302.7,2010-09-27T14:00:00, , , ,30.33,2,0.00,49.8, , ,49.1, , 8, 2, , , , , , , , , , , , , , ,280, 70
44255, 47.3, 302.7,2010-09-27T15:00:00, , , ,30.32,7,0.01,49.8, , ,48.9, , 8, 2, , , , , , , , , , , , , , ,280, 60
44255, 47.3, 302.7,2010-09-27T16:00:00, , , ,30.32,7,0.00,50.5, , ,48.7, , 4, 2, , , , , , , , , , , , , , ,270, 60
44255, 47.3, 302.7,2010-09-27T17:00:00, , , ,30.31,7,0.02,50.7, , ,48.6, , 8, 2, , , , , , , , , , , , , , ,280, 60
44255, 47.3, 302.7,2010-09-27T18:00:00, , , ,30.30,7,0.02,51.1, , ,48.6, , 8, 2, , , , , , , , , , , , , , ,270, 60
44255, 47.3, 302.7,2010-09-27T19:00:00, , , ,30.29,7,0.03,51.4, , ,48.7, , 8, 2, , , , , , , , , , , , , , ,260, 60
44255, 47.3, 302.7,2010-09-27T20:00:00, , , ,30.28,7,0.03,51.8, , ,49.1, , 8, 2, , , , , , , , , , , , , , ,250, 70
44255, 47.3, 302.7,2010-09-27T21:00:00, , , ,30.28,7,0.02,52.0, , ,49.5, , 8, 2, , , , , , , , , , , , , , ,260, 70
44255, 47.3, 302.7,2010-09-27T22:00:00, , , ,30.27,7,0.02,52.2, , ,49.3, , 8, 2, , , , , , , , , , , , , , ,250, 60
44255, 47.3, 302.7,2010-09-27T23:00:00, , , ,30.26,7,0.02,52.5, , ,48.9, , 7, 2, , , , , , , , , , , , , , ,240, 60
44255, 47.3, 302.7,2010-09-28T00:00:00, , , ,30.25,7,0.03,52.7, , ,49.6, , 4, 2, , , , , , , , , , , , , , ,230, 80
44255, 47.3, 302.7,2010-09-28T01:00:00, , , ,30.24,7,0.04,52.9, , ,49.6, , 4, 2, , , , , , , , , , , , , , ,240, 80
44255, 47.3, 302.7,2010-09-28T02:00:00, , , ,30.23,7,0.04,52.7, , ,49.3, , 4, 2, , , , , , , , , , , , , , ,240, 80
44255, 47.3, 302.7,2010-09-28T03:00:00, , , ,30.21,7,0.04,52.7, , ,49.3, , 4, 2, , , , , , , , , , , , , , ,240, 70
44255, 47.3, 302.7,2010-09-28T04:00:00, , , ,30.19,7,0.04,53.2, , ,49.5, , 5, 3, , , , , , , , , , , , , , ,240, 80
44255, 47.3, 302.7,2010-09-28T05:00:00, , , ,30.19,7,0.04,53.2, , ,49.6, , 5, 3, , , , , , , , , , , , , , ,240, 80
